1  0.878783
2  1.72125
3  2.54473
4  3.40349
5  4.20468
6  5.05056
7  5.84918
8  6.59958
9  5.03016
10  5.48311
11  6.11242
12  6.54354
13  6.16687
14  6.42554
15  6.56424
16  6.66085
